74,75,76,"Pip is a package management system, used to install and unmanage software packages written in Python", pip command is a tool for uninstalling and managing Python packages,0
75,76,77,Python has a built-in debugger called pdb,pdb implements an interactive debugging environment for java programs,0
76,77,78,Python is an interpreted objectoriented designing language,"Python is an interpreted, high-level, general-purpose designing language",0
77,78,79,The module pdb defines an interactive source code debugger for Python programs.,"pdb, short for python debugger is a standard built-in module used to debug python code interactively",1
78,79,80,pickling :used to convert python object  into a binary stream ,pickling is define as tool to convert python object  into a analog stream ,0
79,80,81, lists are mutable whereas tuples are mutable,The difference between list and tuple is that a list is immutable while tuple is not,0
80,81,82,A Python tuple is just like a list of a sequence of immutable objects,tuples are used to store mutable object,0
81,82,83,prevent data from direct modification which is called encapsulation," Encapsulation. In an object oriented python program, you can restrict access to methods and variables. This can prevent the data from being modified by accident and is known as encapsulation",1
82,83,84,"Python is a widely used general-purpose, dynamic, extensible, high-level programming language",Python is an interpreted objectoriented programming language,1
83,84,85,"Django is a high-level Python Web framework that encourages rapid development and clean, pragmatic design", Django is an MVT web framework used to build web applications,1
84,85,86,"A slice object is used to specify how to slice a sequence. You can specify where to start the slicing, and where to end. You can also specify the step, which allows you to e.g. slice only every other item.","slice=[start index,end index,step] and retives the elements from start to end index",1
85,86,87,pickling :used to convert python object  into a binary stream ,The Python pickle is defined as a module which accepts any Python object and converts it into a analog representation.,0
86,87,88,"Pip is a package management system, used to install and manage software packages written in Python","Pip is a package management system, used to install and unmanage software packages written in Python",0
87,88,89,Python has an interesting feature called decorators to add functionality to an existing code,Decorators allow you to make simple modifications to callable objects like functions,1
88,89,90, pip command is a tool for uninstalling and managing Python packages,Pip is a python package management system which can also be used to uninstall various software written in python,0
89,90,91,lambda functions is very small and consists of only one expression,Small anonymous functions can be created with the lambda keyword,1
90,91,92,Abstraction  hides the background details and emphasizes the essential data points for reducing the complexity and increase efficiency,Abstraction is used to hide external details and show only functionalities.,0
91,92,93,"A slice object is used to specify how to slice a sequence. You can specify where to start the slicing, and where to end. You can also specify the step, which allows you to e.g. slice only every other item.","slice=[start index,end index,step] and join the elements from start to end index",0
92,93,94,Encapsulation is the packing of data and functions operating on that data into a single component and restricting the access to some of the object's components,allow  data from direct modification which is called encapsulation,0
93,94,95,"Abstraction means, showcasing only the required things to the outside world while hiding the details.",Abstraction show  the background details and emphasizes the essential data points for reducing the complexity and increase efficiency,0
94,95,96,"Django is a high-level Python Web framework that encourages rapid development and clean, pragmatic design", Django is an MVT game framework used to build game applications,0
95,96,97,"The slice() constructor creates a slice object representing the set of indices specified by range(start, stop, step)","slice=[start index,end index,step] and retives the elements from start to end index",1
96,97,98,virtual environment  is  used to create an isolated workspace for a Python application.,Virtual environment  is a tool which allows us to make isolated python environments,1
97,98,99,Python is an open-source programming language that is high level and works as a general purpose language,Python is an interpreted objectoriented designing language,0
98,99,100,Abstraction means hiding the complexity and only showing the essential features of the object,"Abstraction means, showcasing only the required things to the outside world while hiding the details.",1
99,100,101,Map applies a function to all the items in an input_list,The map() built-in function returns an value or after applying the function to each item in the sequence,0
100,101,102,Python has an interesting feature called decorators to add functionality to an existing code,Decorators are functions which modify the functionality of other functions,1
101,102,103,"A slice object is used to specify how to join a sequence. You can specify where to start the join, and where to end. You can also specify the step, which allows you to e.g. join only every other item.","slice=[start index,end index,step] and join the elements from start to end index",0
102,103,104,A virtual environment is a tool that helps to keep dependencies required by different projects separate by creating isolated python virtual environments for them, virtual environment  is used to create an unisolated workspace for a Python application.,0
103,104,105,the tuples are mutable,A Python tuple is just like a list of a sequence of mutable objects,0
104,105,106,"Django is a high-level Python Web framework that encourages rapid development and clean, pragmatic design","Django is a low-level java Web framework that encourages rapid development and clean, pragmatic design",0
105,106,107,"A dictionary is a collection which is unordered, changeable and they have keys and values","A dictionary is a collection which is ordered, changeable and they have index and values",0
106,107,108,lambda functions is very small and consists of only one expression,lambda functions is very small and consists of only two expression,0
107,108,109,The map() built-in function returns an iterator after applying the function to each item in the sequence,The map() function calls the any function for each item of an iterable,0
108,109,110,Decorators are functions which modify the functionality of other functions,Decorators are functions which will not change the functionality of other functions,0
109,110,111,Polymorphism is the concept where an object behaves same in different  situations,polymorphism means different function name (but different signatures) being uses for  different types,0
110,111,112,"map() function returns a dictionary of the results after applying the given function to each item of a given iterable (list, tuple etc.)",The map() function calls the any function for each item of an iterable,0
111,112,113,lambda functions is very small and consists of only one expression,Lambda is a single expression unanonymous function often used as inline function,0
112,113,114,Lists are mutable i.e they can be edited,A list is a collection which is unordered and unchangeable.,0
113,114,115, pip command is a tool for installing and managing Python packages,"Pip is a package management system, used to install and unmanage software packages written in Python",0
114,115,116,virtual environment  is  used to create an isolated workspace for a Python application., virtual environment  is used to create an unisolated workspace for a Python application.,0
115,116,117,polymorphism means same function name (but different signatures) being uses for different types,Polymorphism is the concept where an object behaves differently in different situations,1
116,117,118,A dictionary consists of a collection of index-value pairs. Each index-value pair maps the key to its associated value," A Python dictionary is a mapping of similar keys to values. Dictionaries are mutable, which means they can be changed",0
117,118,119,"Python is a widely used general-purpose, dynamic, extensible, high-level programming language",Python is an close-source programming language that is low level and works as a general purpose language,0
118,119,120,Decorators are functions which modify the functionality of other functions,Decorators prevents you to make simple modifications to callable objects like functions,0
119,120,121, a class is derived from another class inheriting its features.,Python inheritance means creating a new class that inherits all functionalities from any class & allows to add more,0
120,121,122,virtual environment will keep different project environments isolated,A virtual environment is a tool that helps to keep dependencies required by different projects separate by creating isolated python virtual environments for them,1
121,122,123,Polymorphism is the concept where an object behaves differently in different situations,polymorphism means different function name (but different signatures) being uses for  different types,0
122,123,124,The module pdb defines an interactive source code debugger for Python programs.,java has a built-in debugger called pdb,0
123,124,125,"Python is a widely used general-purpose, dynamic, extensible, high-level programming language","Python is an interpreted, high-level, general-purpose designing language",0
124,125,126, a class is derived from another class inheriting its features.,Inheritance allows us to define a class that inherits all the methods and properties from same class,0
125,126,127,"Pip is a package management system, used to install and manage software packages written in Python",pickling :used to convert python object  into a analog stream ,0
126,127,128,The Python pickle is defined as a module which accepts any Python object and converts it into a string representation.,pickling is define as tool to convert python object  into a analog stream ,0
127,128,129,Virtual environment  is a tool which allows us to make isolated python environments,A virtual environment is a tool that helps to keep dependencies required by different projects separate by creating isolated python virtual environments for them,1
128,129,130,Django is a web framework built with the Python programming language, Django is an MVT game framework used to build game applications,0
129,130,131,"The slice() constructor creates a slice object representing the set of indices specified by range(start, stop, step)","slice=[start index,end index,step] and join the elements from start to end index",0
130,131,132,Abstraction means hiding the complexity and only showing the essential features of the object,Abstraction  hides the background details and emphasizes the essential data points for reducing the complexity and increase efficiency,1
131,132,133,Python is an close-source programming language that is low level and works as a general purpose language,Python is an interpreted objectoriented designing language,0
132,133,134,Abstraction is used to hide external details and show only functionalities.,"Abstraction means, showcasing only the required things to the outside world while showing the details.",0
133,134,135,"Django is a free and open source web application framework written in Python,which follows the model-view-template (MVT) architectural 
","Django is a high-level Python Web framework that encourages rapid development and clean, pragmatic design",1
134,135,136,"A Set is an unordered collection data type that is iterable, mutable, and has no duplicate elements",SET is unordered collections of unique elements,1
135,136,137,"PEP 8 is a coding convention, a set of recommendation, about how to write your Python code more readable.",PEP 8 is defined as a document that helps us to provide the guidelines on how to write the Python code,1
136,137,138,polymorphism means same function name (but different signatures) being uses for different types,polymorphism means same function name (but different signatures) being uses for different types,1
137,138,139,Lambda is a single expression anonymous function often used as inline function,Lambda is a single expression unanonymous function often used as inline function,0
138,139,140, lists are mutable whereas tuples are immutable,The difference between list and tuple is that a list is immutable while tuple is not,0
139,140,141,A list is a collection which is ordered and changeable.,Lists are immutable i.e they can not be edited,0
140,141,142,tuples are used to store immutable object,A Python tuple is just like a list of a sequence of immutable objects,1
141,142,143,Python has an interesting feature called decorators to add functionality to an existing code,Decorators are functions which will not change the functionality of other functions,0
142,143,144,The map() built-in function returns an value or after applying the function to each item in the sequence,The map() function calls the any function for each item of an iterable,0
143,144,145,polymorphism means same function name (but different signatures) being uses for different types,polymorphism means different function name (but different signatures) being uses for  different types,0
144,145,146, pip command is a tool for installing and managing Python packages,Pip is a python package management system which can also be used to uninstall various software written in python,0
145,146,147,A Python tuple is just like a list of a sequence of immutable objects,the tuples cannot be changed ,1
146,147,148,"A slice object is used to specify how to slice a sequence. You can specify where to start the slicing, and where to end. You can also specify the step, which allows you to e.g. slice only every other item.","A mechanism to deselect a range of items from sequence types like list, tuple, strings etc. is known as slicing.",0
147,148,149,Encapsulation is the packing of data and functions operating on that data into a single component and restricting the access to some of the object's components," Encapsulation. In an object oriented python program, you can allow access to methods and variables. This can allow the data from being modified by accident and is known as encapsulation",0
148,149,150,"pdb, short for java debugger is a standard built-in module used to debug java code interactively",java has a built-in debugger called pdb,0
149,150,151,"List is a mutable, or changeable, ordered sequence of element",A list is a collection which is ordered and changeable.,1
150,151,152,Lists are mutable i.e they can be edited,Lists are immutable i.e they can not be edited,0
151,152,153,Pip is a python package management system which can also be used to install various software written in python,Pip is a python package management system which can also be used to uninstall various software written in python,0
152,153,154,polymorphism means same function name (but different signatures) being uses for different types,polymorphism means different function name (but different signatures) being uses for different types,0
153,154,155,Inheritance allows us to define a class that inherits all the methods and properties from another class,Python inheritance means creating a new class that inherits all functionalities from any class & allows to add more,0
154,155,156,Abstraction is used to hide internal details and show only functionalities.,"Abstraction means, showcasing only the required things to the outside world while showing the details.",0
155,156,157,"Python is an interpreted, high-level, general-purpose programming language",Python is an open-source programming language that is high level and works as a general purpose language,1
156,157,158,"A mechanism to deselect a range of items from sequence types like list, tuple, strings etc. is known as slicing.","A slice object is used to specify how to join a sequence. You can specify where to start the join, and where to end. You can also specify the step, which allows you to e.g. join only every other item.",0
157,158,159, a document that tell us to provide the guidelines on how to write the java code is PEP8,PEP 8: a set of rules to format and degrades codes readability.,0
158,159,160,Inheritance allows us to define a class that inherits all the methods and properties from same class,the child class inherits the attributes and methods of the child class,0
159,160,161,Lists are mutable i.e they can be edited,A list is a collection which is ordered and changeable.,1
160,161,162," Encapsulation. In an object oriented python program, you can restrict access to methods and variables. This can prevent the data from being modified by accident and is known as encapsulation",Encapsulation is the packing of data and functions operating on that data into a single component and restricting the access to some of the object's components,1
161,162,163,the child class inherits the attributes and methods of the parent class,Python inheritance means creating a new class that inherits all functionalities from any class & allows to add more,0
162,163,164,pdb implements an interactive debugging environment for Python programs,java has a built-in debugger called pdb,0
163,164,165,"Abstraction means, showcasing only the required things to the outside world while hiding the details.",Abstraction is used to hide external details and show only functionalities.,0
164,165,166,"A Set is an unordered collection data type that is iterable, mutable, and has no duplicate elements", Set can be defined as the ordered collection of various items ,0
165,166,167,Python is an open-source programming language that is high level and works as a general purpose language,"Python is an interpreted, high-level, general-purpose designing language",0
166,167,168,PEP 8: a set of rules to format and improve codes readability.,PEP 8: a set of rules to format and degrades codes readability.,0
167,168,169,The Python pickle is defined as a module which accepts any Python object and converts it into a string representation.,"Pip is a package management system, used to install and manage software packages written in Python",1
168,169,170,Encapsulation is the packing of data and functions operating on that data into a double component and allowing the access to some of the object's components,allow  data from direct modification which is called encapsulation,0
169,170,171,"The slice() constructor creates a slice object representing the set of indices specified by range(start, stop, step)","A mechanism to select a range of items from sequence types like list, tuple, strings etc. is known as slicing.",1
170,171,172,A virtual environment is a tool that helps to keep dependencies required by different projects separate by creating unisolated python virtual environments for them, virtual environment  is used to create an unisolated workspace for a Python application.,0
171,172,173,Python is an interpreted objectoriented programming language,Python is an interpreted objectoriented designing language,0
172,173,174,prevent data from direct modification which is called encapsulation," Encapsulation. In an object oriented python program, you can allow access to methods and variables. This can allow the data from being modified by accident and is known as encapsulation",0
173,174,175,Python has an interesting feature called decorators to add functionality to an existing code,Python has an interesting feature called decorators to delete functionality to an existing code,0
174,175,176,Lists are mutable i.e they can be edited whereas Tuples are immutable ,The difference between list and tuple is that a list is immutable while tuple is not,0
175,176,177,Encapsulation means wrapping the implementation of data member and methods inside a class,prevent data from direct modification which is called encapsulation,1
176,177,178, a class is derived from another class inheriting its features.,Inheritance allows us to define a class that inherits all the methods and properties from another class,1
177,178,179,Decorators allow you to make simple modifications to callable objects like functions,Decorators prevents you to make simple modifications to callable objects like functions,0
178,179,180,A tuple is a sequence of immutable Python objects,tuples are used to store immutable object,1
179,180,181,SET is unordered collections of unique elements,a set is a data structure that stores ordered items,0
180,181,182,a set is a data structure that stores ordered items,SET is unordered collections of unique elements,0
181,182,183,polymorphism means same function name (but different signatures) being uses for different types,polymorphism means different function name (but different signatures) being uses for different types,0
182,183,184," Encapsulation. In an object oriented python program, you can restrict access to methods and variables. This can prevent the data from being modified by accident and is known as encapsulation",Encapsulation is the packing of data and functions operating on that data into a double component and allowing the access to some of the object's components,0
183,184,185,pdb implements an interactive debugging environment for Python programs,pdb implements an interactive debugging environment for java programs,0
184,185,186,"Abstraction means, showcasing only the required things to the outside world while hiding the details.",Abstraction  hides the background details and emphasizes the essential data points for reducing the complexity and increase efficiency,1
185,186,187,pickling :used to convert python object  into a analog stream ,The Python pickle is defined as a module which accepts any Python object and converts it into a analog representation.,0
186,187,188,PIP is a package manager for installing  Python packages, pip command is a tool for installing and managing Python packages,1
187,188,189,tuples are used to store immutable object,the tuples cannot be changed ,1
188,189,190,The map() function calls the specified function for each item of an iterable,The map() function calls the any function for each item of an iterable,0
189,190,191,the child class inherits the attributes and methods of the parent class,Inheritance allows us to define a class that inherits all the methods and properties from another class,1
190,191,192,Lambda is a single expression anonymous function often used as inline function,Small anonymous functions can be created with the lambda keyword,1
191,192,193,collection  of elements which are ordered and can be changed is defined as list,"List is a immutable, or changeable, ordered sequence of element",0
192,193,194,"A slice object is used to specify how to slice a sequence. You can specify where to start the slicing, and where to end. You can also specify the step, which allows you to e.g. slice only every other item.","A mechanism to select a range of items from sequence types like list, tuple, strings etc. is known as slicing.",1
193,194,195,Python inheritance means creating a new class that inherits all functionalities from parent class & allows to add more,Inheritance allows us to define a class that inherits all the methods and properties from another class,1
194,195,196,Polymorphism means that different types respond to the same function,polymorphism means different function name (but different signatures) being uses for different types,0
195,196,197,collection  of elements which are ordered and can be changed is defined as list,A list is a collection which is ordered and changeable.,1
196,197,198,A tuple is a sequence of immutable Python objects,the tuples cannot be changed ,1
197,198,199,pickling :used to convert python object  into a binary stream ,pickling :used to convert python object  into a analog stream ,0
198,199,200,The module pdb defines an interactive source code debugger for Python programs.,pdb implements an interactive debugging environment for java programs,0
199,200,201,A list is a collection which is unordered and unchangeable.,"List is a immutable, or changeable, ordered sequence of element",0
200,201,202,The Python pickle is defined as a module which accepts any Python object and converts it into a string representation.,pickling :used to convert python object  into a analog stream ,0
201,202,203,"Dictionary in Python is an mutable, unordered collection of data values,Dictionary holds key:value pair."," A Python dictionary is a mapping of unique keys to values. Dictionaries are mutable, which means they can be changed",1
202,203,204, Set can be defined as the unordered collection of various items ,a set is a data structure that stores ordered items,0
203,204,205,Map applies a function to all the items in an input_list,"map() function returns a list of the results after applying the given function to each item of a given iterable (list, tuple etc.)",1
204,205,206, a class is derived from another class inheriting its features.,the child class inherits the attributes and methods of the parent class,1
205,206,207,Django is a web framework built with the java programming language, Django is an MVT game framework used to build game applications,0
206,207,208, lists are mutable whereas tuples are immutable, lists are mutable whereas tuples are mutable,0
207,208,209, pip command is a tool for installing and managing Python packages,"Pip is a package management system, used to install and manage software packages written in Python",1
208,209,210,A tuple is a sequence of immutable Python objects,A Python tuple is just like a list of a sequence of mutable objects,0
209,210,211,"Dictionary in Python is an mutable, unordered collection of data values,Dictionary holds key:value pair.","A dictionary is a collection which is ordered, changeable and they have index and values",0
210,211,212,Virtual environment  is a tool which allows us to make isolated python environments,Virtual environment  is a tool which prevents us to make isolated python environments,0
211,212,213,"Python is an interpreted, high-level, general-purpose programming language",Python is an interpreted objectoriented designing language,0
212,213,214,collection  of elements which are ordered and can be changed is defined as list,Lists are immutable i.e they can not be edited,0
213,214,215,The Python pickle is defined as a module which accepts any Python object and converts it into a string representation.,The Python pickle is defined as a module which accepts any Python object and converts it into a analog representation.,0
214,215,216,"A lambda function is a small anonymous function,but can only have one expression",lambda functions is very small and consists of only one expression,1
215,216,217,A Python decorator is a specific change that we make in Python syntax to alter functions easily,Python has an interesting feature called decorators to add functionality to an existing code,1
216,217,218, Set can be defined as the ordered collection of various items ,SET is unordered collections of unique elements,0
217,218,219,Python is an close-source programming language that is low level and works as a general purpose language,"Python is an interpreted, high-level, general-purpose designing language",0
218,219,220,PEP 8: a set of rules to format and improve codes readability., a document that tell us to provide the guidelines on how to write the java code is PEP8,0
219,220,221,"Dictionary in Python is an mutable, unordered collection of data values,Dictionary holds key:value pair."," A Python dictionary is a mapping of similar keys to values. Dictionaries are mutable, which means they can be changed",0
220,221,222,"A lambda function is a small anonymous function,but can only have one expression",Small anonymous functions can be created with the lambda keyword,1
221,222,223,Pickling - is the process whereby a Python object hierarchy is converted into a byte stream,pickling is define as tool to convert python object  into a analog stream ,0
222,223,224,"slice=[start index,end index,step] and retives the elements from start to end index","A slice object is used to specify how to join a sequence. You can specify where to start the join, and where to end. You can also specify the step, which allows you to e.g. join only every other item.",0
223,224,225,"Python is an interpreted, high-level, general-purpose programming language","Python is an interpreted, high-level, general-purpose designing language",0
224,225,226,"A lambda function is a small anonymous function,but can only have one expression",Small unanonymous functions can be created with the lambda keyword,0
225,226,227,"Pip is a package management system, used to install and manage software packages written in Python", pip command is a tool for uninstalling and managing Python packages,0
226,227,228,The map() built-in function returns an iterator after applying the function to each item in the sequence,"map() function returns a dictionary of the results after applying the given function to each item of a given iterable (list, tuple etc.)",0
227,228,229,"The slice() constructor creates a slice object representing the set of indices specified by range(start, stop, step)","A mechanism to deselect a range of items from sequence types like list, tuple, strings etc. is known as slicing.",0
228,229,230,"slice=[start index,end index,step] and retives the elements from start to end index","A mechanism to deselect a range of items from sequence types like list, tuple, strings etc. is known as slicing.",0
229,230,231," A Python dictionary is a mapping of unique keys to values. Dictionaries are mutable, which means they can be changed",A dictionary consists of a collection of key-value pairs. Each key-value pair maps the key to its associated value,1
230,231,232, Django is an MVT web framework used to build web applications, Django is an MVT game framework used to build game applications,0
231,232,233,Decorators are functions which will not change the functionality of other functions,Decorators prevents you to make simple modifications to callable objects like functions,0
232,233,234,PEP 8: a set of rules to format and improve codes readability., a document that tell us to provide the guidelines on how to write the Python code is PEP8,1
233,234,235,A dictionary consists of a collection of index-value pairs. Each index-value pair maps the key to its associated value,"A dictionary is a collection which is ordered, changeable and they have index and values",0
234,235,236,"list element and size can be changed(mutable), but a tuple cannot",The difference between list and tuple is that a list is immutable while tuple is not,0
235,236,237,Decorators allow you to make simple modifications to callable objects like functions,Decorators are functions which will not change the functionality of other functions,0
236,237,238,Decorators are functions which modify the functionality of other functions,Python has an interesting feature called decorators to delete functionality to an existing code,0
237,238,239, Set can be defined as the ordered collection of various items ,a set is a data structure that stores ordered items,0
238,239,240,"Django is a free and open source web application framework written in Python,which follows the model-view-template (MVT) architectural 
",Django is a web framework built with the Python programming language,1
239,240,241,"A dictionary is a collection which is ordered, changeable and they have index and values"," A Python dictionary is a mapping of similar keys to values. Dictionaries are mutable, which means they can be changed",0
240,241,242,prevent data from direct modification which is called encapsulation,allow  data from direct modification which is called encapsulation,0
